Country,Region,Year,Gender,Population Density,Health Expenditure Govt,Health Expenditure Pvt,Health Expenditure Indv,Life Expectancy,Education Expenditure,Mean years in school,Average Income,Employment Rate,Income Inequality,Child Mortality Rate,Adult Mortality Rate,Suicides,Murders
Armenia,C.W. OF IND. STATES,2006,Male,104.0,26.7,73.3,63.0,69.4,2.64,10.4,515.0,56.4,31.5,364.0,178.0,202.0,134.0
Australia,OCEANIA,2006,Male,2.68,66.3,33.7,19.7,78.8,4.79,13.6,843.0,68.9,38.7,391.0,185.0,2450.0,299.0
Austria,WESTERN EUROPE,2006,Male,101.0,76.1,23.9,18.8,76.9,5.07,10.8,1960.0,63.0,33.4,289.0,199.0,1500.0,77.6
Azerbaijan,C.W. OF IND. STATES,2006,Male,104.0,18.9,81.1,84.2,66.2,2.83,11.2,778.0,60.9,70.5,372.0,221.0,385.0,361.0
Bahamas,LATIN AMER. & CARIB,2006,Male,33.5,47.5,52.5,27.9,70.9,3.84,11.6,1450.0,76.0,40.0,410.0,272.0,9.39,63.2
Bahrain,NEAR EAST,2006,Male,1260.0,67.0,33.0,27.1,74.7,2.81,9.21,1320.0,85.4,40.0,440.0,186.0,80.6,20.3
Bangladesh,ASIA (EX. NEAR EAST),2006,Male,1120.0,39.9,60.1,65.1,67.6,1.61,6.01,875.0,83.6,28.0,508.0,230.0,12200.0,4360.0
Barbados,LATIN AMER. & CARIB,2006,Male,640.0,67.6,32.4,35.4,71.9,5.38,9.91,916.0,68.8,40.0,497.0,228.0,14.4,29.9
Belarus,C.W. OF IND. STATES,2006,Male,47.2,71.5,28.4,24.4,63.1,5.71,11.2,613.0,67.0,55.6,366.0,255.0,3850.0,1060.0
Belgium,WESTERN EUROPE,2006,Male,351.0,75.4,24.6,18.2,76.4,5.63,12.1,2420.0,56.3,41.7,321.0,182.0,2240.0,172.0
Belize,LATIN AMER. & CARIB,2006,Male,12.7,57.7,42.3,31.2,66.6,5.56,8.61,580.0,77.0,60.3,417.0,179.0,18.2,56.0
Benin,SUB-SAHARAN AFRICA,2006,Male,72.9,49.3,50.8,50.5,56.3,3.48,5.44,598.0,75.2,40.7,430.0,419.0,606.0,232.0
Bhutan,ASIA (EX. NEAR EAST),2006,Male,17.6,78.4,21.6,14.8,65.4,3.93,6.37,631.0,73.5,40.9,457.0,484.0,42.8,9.82
Bolivia,LATIN AMER. & CARIB,2006,Male,8.57,59.3,40.7,31.2,61.9,5.22,9.6,856.0,79.6,39.2,405.0,383.0,594.0,587.0
Bosnia and Herzegovina,EASTERN EUROPE,2006,Male,74.1,60.7,39.3,45.0,72.6,0.0,9.65,670.0,43.0,30.0,379.0,206.0,321.0,128.0
Botswana,SUB-SAHARAN AFRICA,2006,Male,3.32,70.0,30.0,5.58,51.7,8.26,7.16,398.0,60.6,47.0,397.0,313.0,317.0,284.0
Brazil,LATIN AMER. & CARIB,2006,Male,22.6,42.3,57.7,34.0,68.6,4.79,7.04,1110.0,74.1,37.9,417.0,282.0,12000.0,54900.0
Brunei,ASIA (EX. NEAR EAST),2006,Male,70.3,81.1,18.9,14.7,74.9,2.67,14.2,1520.0,73.4,40.0,455.0,195.0,15.4,4.61
Bulgaria,EASTERN EUROPE,2006,Male,70.2,58.4,41.6,42.6,69.4,3.81,10.4,1090.0,53.1,38.9,362.0,173.0,1270.0,251.0
Burkina Faso,SUB-SAHARAN AFRICA,2006,Male,50.5,37.4,62.6,30.9,53.3,4.22,3.02,481.0,84.0,38.1,455.0,435.0,800.0,121.0
Burundi,SUB-SAHARAN AFRICA,2006,Male,299.0,33.3,66.7,34.8,51.4,3.95,4.57,424.0,78.0,35.1,424.0,418.0,679.0,80.5
Cambodia,ASIA (EX. NEAR EAST),2006,Male,76.3,23.5,76.5,52.3,61.6,1.64,6.34,905.0,85.8,42.0,380.0,858.0,769.0,554.0
Cameroon,SUB-SAHARAN AFRICA,2006,Male,37.9,24.0,76.0,77.1,52.6,2.51,7.57,627.0,78.7,41.9,460.0,383.0,1620.0,694.0
Canada,NORTHERN AMERICA,2006,Male,3.59,70.0,30.0,15.8,78.1,4.63,13.4,1440.0,67.4,44.8,333.0,181.0,4240.0,532.0
Cape Verde,SUB-SAHARAN AFRICA,2006,Male,119.0,75.8,24.2,23.8,70.0,5.05,6.97,530.0,67.0,52.5,395.0,298.0,68.3,64.5
Central African Republic,SUB-SAHARAN AFRICA,2006,Male,6.74,38.8,61.2,42.9,43.7,1.4,5.71,425.0,74.4,57.6,444.0,414.0,377.0,270.0
Chad,SUB-SAHARAN AFRICA,2006,Male,8.28,39.8,60.2,63.7,47.5,1.15,4.17,419.0,76.1,28.2,432.0,438.0,501.0,282.0
Chile,LATIN AMER. & CARIB,2006,Male,21.9,43.0,57.0,40.7,75.0,3.25,11.5,1030.0,68.5,48.4,417.0,268.0,1970.0,772.0
China,ASIA (EX. NEAR EAST),2006,Male,142.0,35.6,64.4,56.0,72.8,1.79,9.97,985.0,75.8,37.1,417.0,191.0,174000.0,29700.0
Colombia,LATIN AMER. & CARIB,2006,Male,39.5,70.3,29.7,19.5,68.9,3.98,8.84,964.0,73.9,59.1,417.0,255.0,2850.0,19000.0
Comoros,SUB-SAHARAN AFRICA,2006,Male,337.0,47.5,52.5,80.6,58.8,3.92,6.2,707.0,47.8,34.1,416.0,420.0,28.5,42.0
"Congo, Dem. Rep.",SUB-SAHARAN AFRICA,2006,Male,24.9,5.18,94.8,67.6,53.0,1.33,6.61,515.0,71.3,40.4,423.0,422.0,3120.0,2140.0
"Congo, Rep.",SUB-SAHARAN AFRICA,2006,Male,11.3,55.0,45.0,48.7,54.7,2.52,7.81,600.0,58.3,56.4,409.0,326.0,237.0,172.0
Costa Rica,LATIN AMER. & CARIB,2006,Male,84.4,75.3,24.7,31.1,75.9,4.48,8.74,777.0,76.5,42.1,441.0,176.0,312.0,304.0
Cote d'Ivoire,SUB-SAHARAN AFRICA,2006,Male,58.8,24.2,75.8,62.2,47.4,4.04,5.56,863.0,73.9,40.3,428.0,394.0,1570.0,384.0
Croatia,EASTERN EUROPE,2006,Male,78.1,83.3,16.7,13.3,72.2,3.78,9.26,1260.0,54.1,16.3,367.0,252.0,933.0,86.4
Cuba,LATIN AMER. & CARIB,2006,Male,106.0,89.6,10.4,14.3,76.3,8.11,11.4,1030.0,66.2,40.0,387.0,153.0,1640.0,618.0
Cyprus,NEAR EAST,2006,Male,113.0,42.4,57.6,49.7,76.7,6.06,12.3,855.0,69.5,30.1,339.0,131.0,43.9,17.9
Czech Republic,EASTERN EUROPE,2006,Male,133.0,89.8,10.2,11.6,73.3,4.01,11.6,1920.0,64.6,22.8,380.0,215.0,1700.0,179.0
Denmark,WESTERN EUROPE,2006,Male,128.0,84.2,15.8,14.5,76.0,7.28,11.8,2070.0,69.1,37.2,362.0,167.0,820.0,63.3
Djibouti,SUB-SAHARAN AFRICA,2006,Male,34.3,64.9,35.1,37.8,57.0,7.43,7.96,789.0,69.0,36.5,445.0,356.0,30.3,59.0
Dominica,LATIN AMER. & CARIB,2006,Male,94.4,67.7,32.3,38.9,0.0,5.0,11.1,665.0,0.0,40.0,139.0,154.0,2.59,5.22
Dominican Republic,LATIN AMER. & CARIB,2006,Male,194.0,31.1,68.9,54.7,68.8,1.8,8.47,668.0,78.0,39.9,445.0,242.0,526.0,1190.0
Ecuador,LATIN AMER. & CARIB,2006,Male,56.2,34.5,65.5,61.1,71.4,2.8,9.02,530.0,80.0,41.9,406.0,241.0,1140.0,2560.0
Egypt,NORTHERN AFRICA,2006,Male,78.5,40.5,59.5,60.4,67.3,4.41,9.45,792.0,68.5,34.0,405.0,255.0,2490.0,492.0
El Salvador,LATIN AMER. & CARIB,2006,Male,292.0,45.5,54.5,33.5,66.0,2.76,8.08,977.0,72.5,41.2,462.0,368.0,562.0,3590.0
Equatorial Guinea,SUB-SAHARAN AFRICA,2006,Male,28.2,59.9,40.1,62.2,53.4,1.0,7.12,363.0,57.8,40.0,447.0,465.0,38.8,26.7
Eritrea,SUB-SAHARAN AFRICA,2006,Male,40.3,52.7,47.3,34.5,57.5,1.72,5.82,533.0,79.6,40.0,441.0,433.0,266.0,342.0
Estonia,BALTICS,2006,Male,31.8,69.1,30.9,25.3,67.6,4.42,9.29,954.0,63.3,47.8,362.0,287.0,363.0,131.0
Ethiopia,SUB-SAHARAN AFRICA,2006,Male,78.9,57.1,42.9,35.4,55.9,3.59,5.57,524.0,88.2,47.7,448.0,437.0,5490.0,7660.0
Fiji,OCEANIA,2006,Male,45.3,80.7,19.3,14.3,65.9,5.55,10.7,787.0,69.0,35.3,499.0,272.0,97.7,43.8
Finland,WESTERN EUROPE,2006,Male,17.4,72.0,28.0,19.7,75.8,5.47,11.3,1280.0,60.4,47.1,368.0,236.0,1160.0,120.0
France,WESTERN EUROPE,2006,Male,112.0,79.4,20.6,9.18,76.9,4.86,11.4,1860.0,57.4,73.3,273.0,207.0,13000.0,691.0
Gabon,SUB-SAHARAN AFRICA,2006,Male,5.61,42.0,58.0,51.1,59.8,3.06,8.58,391.0,49.8,46.3,436.0,358.0,110.0,68.9
Gambia,SUB-SAHARAN AFRICA,2006,Male,147.0,37.4,62.6,20.9,57.2,1.9,5.8,820.0,64.1,39.6,460.0,446.0,50.0,20.1
Georgia,C.W. OF IND. STATES,2006,Male,63.9,17.8,82.2,77.3,68.8,2.5,11.8,544.0,62.1,26.9,384.0,229.0,263.0,182.0
Germany,WESTERN EUROPE,2006,Male,234.0,79.3,20.7,14.4,76.6,4.12,11.5,1820.0,59.8,50.8,340.0,158.0,12300.0,798.0
Ghana,SUB-SAHARAN AFRICA,2006,Male,97.2,57.0,43.0,41.1,58.3,4.34,7.45,704.0,75.3,47.0,471.0,363.0,1120.0,923.0
Greece,WESTERN EUROPE,2006,Male,88.0,60.8,39.2,39.4,77.0,3.1,11.8,1410.0,61.3,51.6,361.0,168.0,449.0,118.0
Grenada,LATIN AMER. & CARIB,2006,Male,304.0,58.9,41.1,46.4,69.3,3.75,9.91,961.0,0.0,40.0,420.0,259.0,7.32,6.68
Guatemala,LATIN AMER. & CARIB,2006,Male,125.0,37.4,62.6,61.7,66.8,2.8,6.73,859.0,87.2,37.4,503.0,329.0,1280.0,5480.0
Guinea,SUB-SAHARAN AFRICA,2006,Male,40.2,21.5,78.5,63.0,53.3,1.6,4.69,451.0,63.5,34.4,448.0,470.0,488.0,275.0
Guinea-Bissau,SUB-SAHARAN AFRICA,2006,Male,50.2,16.1,83.8,43.6,52.6,1.71,4.03,779.0,74.3,49.5,417.0,422.0,105.0,96.6
Guyana,LATIN AMER. & CARIB,2006,Male,3.81,81.3,18.7,36.9,63.2,4.78,9.33,1220.0,70.6,39.5,429.0,299.0,211.0,147.0
Haiti,LATIN AMER. & CARIB,2006,Male,341.0,26.1,73.8,43.1,57.7,1.46,6.59,635.0,60.4,47.5,486.0,383.0,798.0,663.0
Honduras,LATIN AMER. & CARIB,2006,Male,67.4,66.3,33.6,48.5,69.3,5.03,7.1,676.0,80.8,58.5,393.0,317.0,240.0,2140.0
Hungary,EASTERN EUROPE,2006,Male,111.0,69.0,31.0,25.0,69.2,5.24,11.6,1250.0,54.7,36.2,368.0,216.0,2760.0,252.0
Iceland,WESTERN EUROPE,2006,Male,2.99,81.4,18.6,16.6,79.4,7.04,10.3,928.0,79.6,25.8,412.0,140.0,37.1,2.51
India,ASIA (EX. NEAR EAST),2006,Male,391.0,23.9,76.1,72.3,64.1,3.08,7.78,1050.0,79.3,32.1,509.0,324.0,218000.0,48400.0
Indonesia,ASIA (EX. NEAR EAST),2006,Male,127.0,43.2,56.8,52.3,65.4,2.67,8.73,997.0,79.3,40.8,444.0,245.0,8210.0,4630.0
Iran,ASIA (EX. NEAR EAST),2006,Male,43.7,43.7,56.3,51.7,70.7,4.77,10.7,979.0,65.9,59.2,506.0,314.0,5130.0,2050.0
Iraq,NEAR EAST,2006,Male,63.8,1.74,98.3,33.5,65.6,4.6,7.34,971.0,66.4,41.9,428.0,257.0,2130.0,2350.0
Ireland,WESTERN EUROPE,2006,Male,62.5,75.7,24.3,13.9,76.8,4.81,12.6,1450.0,70.1,38.6,348.0,175.0,506.0,39.8
Israel,NEAR EAST,2006,Male,312.0,63.2,36.8,25.6,78.5,5.61,13.3,881.0,62.0,34.7,448.0,138.0,583.0,202.0
Italy,WESTERN EUROPE,2006,Male,201.0,74.7,25.4,21.3,78.4,4.29,12.1,2330.0,57.4,56.1,455.0,172.0,4610.0,604.0
Jamaica,LATIN AMER. & CARIB,2006,Male,255.0,43.4,56.6,27.2,71.1,4.64,11.1,1170.0,71.0,41.3,390.0,169.0,63.3,592.0
Japan,ASIA (EX. NEAR EAST),2006,Male,352.0,81.4,18.6,16.4,78.9,2.94,13.7,1070.0,70.2,46.8,363.0,142.0,32400.0,989.0
Jordan,NEAR EAST,2006,Male,66.8,48.3,51.7,39.2,71.3,3.98,11.2,978.0,58.9,36.9,421.0,238.0,167.0,211.0
Kazakhstan,C.W. OF IND. STATES,2006,Male,5.81,56.5,43.5,31.1,60.0,2.74,11.2,1160.0,70.4,35.3,497.0,326.0,6250.0,3050.0
Kenya,SUB-SAHARAN AFRICA,2006,Male,65.1,44.7,55.3,38.4,55.7,6.64,7.93,895.0,64.5,54.1,508.0,325.0,1640.0,2820.0
Kiribati,OCEANIA,2006,Male,116.0,94.9,5.06,0.103,61.9,6.1,8.67,558.0,0.0,37.0,427.0,339.0,21.9,3.16
Kuwait,NEAR EAST,2006,Male,133.0,81.4,18.6,17.2,72.9,3.19,10.5,1160.0,81.3,40.0,500.0,172.0,77.1,41.3
Lao,ASIA (EX. NEAR EAST),2006,Male,25.3,28.0,72.0,41.1,61.0,1.11,6.23,866.0,78.6,32.6,419.0,422.0,610.0,39.0
Latvia,BALTICS,2006,Male,35.8,51.2,48.8,35.6,65.7,4.23,10.6,764.0,62.6,45.0,405.0,300.0,698.0,249.0
Lebanon,NEAR EAST,2006,Male,397.0,37.3,62.7,44.7,75.5,2.58,9.33,1090.0,64.9,47.5,448.0,209.0,109.0,138.0
Lesotho,SUB-SAHARAN AFRICA,2006,Male,64.7,58.1,41.9,30.0,46.1,9.27,7.16,396.0,52.3,56.0,407.0,387.0,463.0,652.0
Liberia,SUB-SAHARAN AFRICA,2006,Male,35.0,29.4,70.6,67.0,55.3,3.72,5.44,799.0,55.2,36.5,429.0,426.0,261.0,83.6
Libya,NORTHERN AFRICA,2006,Male,3.34,64.6,35.4,34.6,69.4,2.14,8.37,1050.0,63.0,40.0,405.0,264.0,250.0,118.0
Lithuania,BALTICS,2006,Male,52.7,72.7,27.4,31.9,65.9,4.45,10.5,1290.0,57.7,44.6,459.0,270.0,1540.0,354.0
Luxembourg,WESTERN EUROPE,2006,Male,180.0,84.3,15.8,13.4,76.2,4.46,10.7,1460.0,61.9,33.8,357.0,218.0,61.9,5.99
Madagascar,SUB-SAHARAN AFRICA,2006,Male,32.5,69.2,30.8,33.1,60.3,2.39,4.89,574.0,87.4,38.8,437.0,391.0,1020.0,408.0
Malawi,SUB-SAHARAN AFRICA,2006,Male,142.0,43.8,56.2,8.92,49.4,3.77,5.84,351.0,76.0,44.8,440.0,396.0,800.0,405.0
Malaysia,ASIA (EX. NEAR EAST),2006,Male,79.6,61.0,39.0,35.0,71.5,3.88,10.9,999.0,74.8,20.0,436.0,231.0,1820.0,636.0
Maldives,ASIA (EX. NEAR EAST),2006,Male,1090.0,58.1,41.9,49.9,73.7,4.86,7.41,844.0,74.3,41.3,447.0,334.0,10.4,3.03
Mali,SUB-SAHARAN AFRICA,2006,Male,10.8,44.9,55.1,57.0,52.2,3.6,3.04,604.0,65.6,49.2,494.0,478.0,393.0,310.0
Malta,WESTERN EUROPE,2006,Male,1280.0,69.4,30.6,29.6,77.4,5.65,9.44,783.0,63.4,28.0,446.0,138.0,23.1,5.48
Marshall Islands,OCEANIA,2006,Male,289.0,86.0,14.0,7.53,0.0,6.51,8.1,544.0,0.0,40.0,134.0,302.0,10.0,3.75
Mauritania,SUB-SAHARAN AFRICA,2006,Male,3.12,59.9,40.1,69.9,59.4,2.57,5.33,529.0,64.4,40.3,417.0,336.0,94.5,65.2
Mauritius,SUB-SAHARAN AFRICA,2006,Male,605.0,51.8,48.2,52.9,69.3,3.35,9.53,942.0,71.9,38.6,428.0,311.0,124.0,37.3
Mexico,LATIN AMER. & CARIB,2006,Male,56.6,44.8,55.2,53.8,73.1,4.69,9.56,1380.0,79.0,36.1,487.0,281.0,5310.0,14500.0
"Micronesia, Fed. Sts.",OCEANIA,2006,Male,151.0,94.4,5.59,5.05,67.4,23.6,12.4,523.0,0.0,42.4,405.0,230.0,17.9,6.42
Moldova,C.W. OF IND. STATES,2006,Male,126.0,45.1,54.9,46.5,64.1,5.77,10.9,622.0,45.4,43.4,385.0,310.0,852.0,369.0
Monaco,WESTERN EUROPE,2006,Male,23100.0,87.4,12.6,6.09,0.0,1.2,0.0,1990.0,0.0,40.0,9.7,0.0,0.0,0.0
Mongolia,ASIA (EX. NEAR EAST),2006,Male,1.65,84.2,15.8,28.7,61.8,4.2,8.56,593.0,62.5,32.0,420.0,266.0,597.0,309.0
Morocco,NORTHERN AFRICA,2006,Male,69.2,32.2,67.8,58.7,70.5,5.2,6.13,716.0,68.6,55.4,403.0,303.0,1710.0,376.0
Mozambique,SUB-SAHARAN AFRICA,2006,Male,27.4,72.5,27.5,9.51,50.3,4.02,3.92,394.0,66.6,52.1,440.0,464.0,1360.0,1510.0
Namibia,SUB-SAHARAN AFRICA,2006,Male,2.5,56.3,43.7,3.0,52.3,7.46,7.54,541.0,51.4,51.4,412.0,356.0,239.0,387.0
Nauru,OCEANIA,2006,Male,504.0,80.7,19.3,3.95,0.0,0.0,0.0,555.0,0.0,40.0,71.1,0.0,0.0,0.0
Nepal,ASIA (EX. NEAR EAST),2006,Male,181.0,28.6,71.4,42.5,64.8,3.01,6.78,655.0,86.8,25.8,407.0,454.0,2990.0,609.0
Netherlands,WESTERN EUROPE,2006,Male,488.0,62.8,37.2,9.18,77.5,4.33,12.3,3940.0,69.9,51.9,324.0,147.0,1850.0,182.0
New Zealand,OCEANIA,2006,Male,15.9,76.4,23.6,13.8,77.9,6.31,13.2,660.0,72.6,38.2,391.0,184.0,524.0,62.1
Nicaragua,LATIN AMER. & CARIB,2006,Male,45.3,53.9,46.1,47.0,69.3,3.18,6.89,975.0,76.8,39.4,509.0,300.0,405.0,592.0
Niger,SUB-SAHARAN AFRICA,2006,Male,11.2,48.6,51.4,50.8,53.2,2.69,2.91,447.0,87.7,34.9,433.0,466.0,500.0,334.0
Nigeria,SUB-SAHARAN AFRICA,2006,Male,157.0,31.4,68.7,77.4,48.1,0.85,8.09,874.0,58.9,53.5,438.0,438.0,5390.0,1030.0
North Korea,ASIA (EX. NEAR EAST),2006,Male,200.0,0.0,0.0,0.0,64.8,0.0,12.2,570.0,82.9,37.0,500.0,262.0,2980.0,732.0
Norway,WESTERN EUROPE,2006,Male,12.8,83.6,16.4,16.5,77.8,5.87,13.0,1310.0,68.0,35.1,332.0,148.0,568.0,42.6
Oman,NEAR EAST,2006,Male,8.35,82.1,17.9,11.5,72.7,3.98,9.02,918.0,74.5,40.0,414.0,309.0,63.0,11.9
Pakistan,ASIA (EX. NEAR EAST),2006,Male,204.0,20.5,79.5,78.0,63.2,1.94,6.6,1020.0,80.2,24.5,502.0,256.0,6720.0,8100.0
Palau,OCEANIA,2006,Male,43.5,80.4,19.6,16.1,0.0,0.0,0.0,841.0,0.0,40.0,41.6,0.0,0.0,0.0
Panama,LATIN AMER. & CARIB,2006,Male,45.6,67.1,32.9,29.9,73.4,3.05,9.95,849.0,74.9,40.1,406.0,190.0,212.0,433.0
Papua New Guinea,OCEANIA,2006,Male,14.3,82.8,17.2,8.11,61.4,6.9,7.16,547.0,71.7,28.4,424.0,438.0,873.0,487.0
Paraguay,LATIN AMER. & CARIB,2006,Male,14.8,34.9,65.1,49.0,69.4,3.64,7.99,837.0,81.6,40.8,374.0,205.0,312.0,835.0
Peru,LATIN AMER. & CARIB,2006,Male,21.8,57.9,42.1,39.3,70.1,2.73,10.3,1210.0,82.0,53.0,372.0,260.0,930.0,975.0
Philippines,ASIA (EX. NEAR EAST),2006,Male,294.0,44.2,55.8,54.0,64.7,1.88,9.35,964.0,73.4,28.5,432.0,293.0,4260.0,13700.0
Poland,EASTERN EUROPE,2006,Male,125.0,71.9,28.1,27.1,71.1,4.99,11.8,1280.0,54.3,29.5,369.0,227.0,7570.0,971.0
Portugal,WESTERN EUROPE,2006,Male,116.0,66.1,33.9,25.1,75.4,4.92,9.07,1690.0,64.9,58.1,373.0,221.0,1350.0,181.0
Qatar,NEAR EAST,2006,Male,87.0,72.2,27.8,18.7,75.8,1.92,7.68,1160.0,92.1,40.0,433.0,124.0,63.5,11.6
Romania,EASTERN EUROPE,2006,Male,92.3,65.9,34.1,20.0,69.0,3.41,11.3,817.0,57.1,40.5,372.0,197.0,2710.0,619.0
Russia,C.W. OF IND. STATES,2006,Male,8.75,58.7,41.3,31.1,60.0,3.55,11.8,1460.0,63.3,52.8,419.0,336.0,65300.0,37200.0
Rwanda,SUB-SAHARAN AFRICA,2006,Male,373.0,48.9,51.1,23.4,55.9,3.98,4.87,439.0,85.3,42.5,420.0,422.0,625.0,419.0
Samoa,OCEANIA,2006,Male,64.0,75.0,25.0,12.8,68.5,4.07,11.7,1400.0,40.2,42.1,422.0,403.0,21.3,7.71
San Marino,WESTERN EUROPE,2006,Male,494.0,86.0,14.0,20.9,0.0,3.55,0.0,1440.0,0.0,40.0,15.3,0.0,0.0,0.0
Sao Tome and Principe,SUB-SAHARAN AFRICA,2006,Male,166.0,36.9,63.1,33.6,63.1,4.24,6.29,874.0,65.1,32.1,419.0,279.0,2.83,8.03
Saudi Arabia,NEAR EAST,2006,Male,11.4,72.1,27.9,15.4,71.8,7.19,10.6,855.0,70.0,40.0,416.0,271.0,719.0,99.0
Senegal,SUB-SAHARAN AFRICA,2006,Male,60.0,37.2,62.8,37.9,59.8,4.41,4.34,498.0,64.1,53.8,512.0,405.0,749.0,155.0
Serbia,EASTERN EUROPE,2006,Male,105.0,68.5,31.5,32.8,70.2,4.39,9.95,1360.0,52.7,33.7,374.0,197.0,1900.0,302.0
Seychelles,SUB-SAHARAN AFRICA,2006,Male,195.0,85.1,14.9,5.85,68.0,4.17,9.69,840.0,0.0,41.3,388.0,255.0,8.27,7.37
Sierra Leone,SUB-SAHARAN AFRICA,2006,Male,81.0,14.3,85.7,68.6,43.6,2.64,4.88,736.0,61.7,41.2,514.0,449.0,248.0,79.8
Singapore,ASIA (EX. NEAR EAST),2006,Male,6590.0,45.1,54.9,48.8,78.1,2.59,11.9,1020.0,73.7,47.0,456.0,202.0,417.0,23.5
Slovenia,EASTERN EUROPE,2006,Male,99.5,73.3,26.7,12.3,74.3,5.15,10.7,1410.0,62.5,21.9,361.0,257.0,553.0,32.0
Solomon Islands,OCEANIA,2006,Male,17.2,95.9,4.13,3.95,65.3,5.66,8.1,364.0,79.9,46.1,505.0,309.0,76.3,28.4
Somalia,SUB-SAHARAN AFRICA,2006,Male,17.1,44.6,55.4,0.0,51.1,0.991,3.28,704.0,71.4,50.9,452.0,446.0,399.0,621.0
South Africa,SUB-SAHARAN AFRICA,2006,Male,40.7,39.5,60.5,11.8,50.2,5.0,9.52,1480.0,50.5,35.2,398.0,398.0,8830.0,23800.0
South Korea,ASIA (EX. NEAR EAST),2006,Male,503.0,54.9,45.1,36.8,75.3,3.73,12.9,567.0,70.7,32.0,503.0,329.0,13700.0,1010.0
South Sudan,SUB-SAHARAN AFRICA,2006,Male,13.9,0.0,0.0,0.0,50.6,1.15,2.43,508.0,68.4,45.0,490.0,503.0,280.0,464.0
Spain,WESTERN EUROPE,2006,Male,89.7,71.2,28.8,21.3,77.6,3.8,11.4,1520.0,63.9,32.3,451.0,157.0,3810.0,430.0
Sri Lanka,ASIA (EX. NEAR EAST),2006,Male,314.0,46.1,53.9,40.9,70.5,1.97,10.2,900.0,73.0,37.2,410.0,230.0,5670.0,1240.0
Suriname,LATIN AMER. & CARIB,2006,Male,3.23,48.0,52.0,17.1,65.8,3.44,8.14,1640.0,61.8,45.6,406.0,256.0,114.0,45.1
Swaziland,SUB-SAHARAN AFRICA,2006,Male,65.1,57.4,42.6,0.0,45.1,0.0,7.97,491.0,52.9,60.5,414.0,0.0,170.0,214.0
Sweden,WESTERN EUROPE,2006,Male,22.2,81.1,18.9,17.0,78.7,5.96,13.1,1460.0,62.8,39.5,273.0,148.0,1380.0,111.0
Switzerland,WESTERN EUROPE,2006,Male,189.0,56.9,43.1,30.0,78.8,4.27,10.3,2710.0,72.8,38.6,345.0,150.0,1450.0,73.0
Syria,NEAR EAST,2006,Male,103.0,44.2,55.8,51.5,72.1,2.6,8.61,1080.0,71.5,46.5,429.0,232.0,345.0,412.0
Tajikistan,C.W. OF IND. STATES,2006,Male,50.0,20.7,79.3,68.8,65.3,3.28,10.8,559.0,62.3,36.4,368.0,183.0,323.0,203.0
Tanzania,SUB-SAHARAN AFRICA,2006,Male,45.9,45.5,54.5,26.0,55.8,3.66,6.57,563.0,81.9,27.9,415.0,386.0,2180.0,3260.0
Thailand,ASIA (EX. NEAR EAST),2006,Male,129.0,56.4,43.6,17.7,69.2,3.97,9.64,933.0,80.3,46.2,438.0,296.0,8570.0,5710.0
Togo,SUB-SAHARAN AFRICA,2006,Male,107.0,23.7,76.3,64.4,54.3,3.28,6.51,684.0,79.0,43.6,427.0,358.0,462.0,187.0
Tonga,OCEANIA,2006,Male,141.0,75.7,24.3,9.88,68.9,2.93,9.9,664.0,74.8,37.7,393.0,232.0,6.79,2.85
Trinidad and Tobago,LATIN AMER. & CARIB,2006,Male,254.0,47.4,52.6,49.3,65.6,2.87,12.0,1230.0,72.5,45.5,406.0,255.0,172.0,299.0
Tunisia,NORTHERN AFRICA,2006,Male,65.6,53.8,46.3,42.7,72.1,6.0,10.2,717.0,60.8,74.2,460.0,277.0,395.0,108.0
Turkey,NEAR EAST,2006,Male,89.3,68.1,31.9,23.6,69.5,2.64,9.3,1220.0,62.5,54.5,380.0,273.0,2430.0,1790.0
Turkmenistan,C.W. OF IND. STATES,2006,Male,10.2,76.0,24.0,76.4,61.6,2.32,11.9,960.0,72.5,35.0,494.0,308.0,568.0,259.0
Tuvalu,OCEANIA,2006,Male,338.0,99.9,0.12,0.75,0.0,0.0,0.0,720.0,0.0,39.1,83.4,0.0,0.0,0.0
Uganda,SUB-SAHARAN AFRICA,2006,Male,148.0,27.3,72.7,38.4,52.0,3.4,6.63,465.0,74.6,43.6,511.0,384.0,2970.0,1860.0
Ukraine,C.W. OF IND. STATES,2006,Male,80.5,54.3,45.7,36.1,62.0,5.86,11.8,777.0,57.9,40.1,361.0,264.0,15000.0,5820.0
United Arab Emirates,NEAR EAST,2006,Male,62.7,78.3,21.7,29.7,74.9,0.0,10.6,1060.0,89.2,40.0,434.0,211.0,293.0,69.3
United Kingdom,WESTERN EUROPE,2006,Male,251.0,79.9,20.1,10.3,77.1,4.69,12.9,3590.0,65.5,58.9,312.0,172.0,5520.0,479.0
United States,NORTHERN AMERICA,2006,Male,32.6,44.2,55.8,13.5,75.3,4.69,12.4,2350.0,69.0,52.0,329.0,207.0,39700.0,18600.0
Uruguay,LATIN AMER. & CARIB,2006,Male,19.0,71.9,28.1,23.5,72.3,2.78,9.38,1760.0,70.4,54.7,406.0,212.0,605.0,152.0
Uzbekistan,C.W. OF IND. STATES,2006,Male,63.2,44.9,55.1,49.0,65.6,9.37,10.9,503.0,68.5,33.9,381.0,258.0,2940.0,953.0
